Base de datos,Taxonomia,Material,LLRS,Nivel de Ductilidad,Pisos,IM,theta1,beta1,theta2,beta2,theta3,beta3,theta4,beta4,theta5,beta5
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H3_Ferrocement,MUR,LWAL,DNO,3,Sa(0.3s) [g],0.573768212,0.605336804,1.401072502,0.60430177,2.173967543,0.605808094,2.875545808,0.602464998,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H3_FRP,MUR,LWAL,DNO,3,Sa(0.3s) [g],0.588488949,0.604055046,1.466438366,0.603713681,2.263307989,0.601179691,2.974173574,0.603939405,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H3_PP-band,MUR,LWAL,DNO,3,Sa(0.3s) [g],0.491252936,0.611335732,1.210135641,0.613463023,1.852234177,0.61448255,2.429659467,0.613535118,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H3_SAM,MUR,LWAL,DNO,3,Sa(0.3s) [g],0.327536605,0.630120885,0.768324776,0.627162591,1.15890742,0.630904818,1.508588377,0.629209996,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H3_Steel-band,MUR,LWAL,DNO,3,Sa(0.3s) [g],0.585141854,0.612501081,1.380495699,0.610799337,2.104312412,0.612506058,2.75815367,0.611203473,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H4,MUR,LWAL,DNO,4,Sa(0.6s) [g],0.180953223,0.526089191,0.425811505,0.521980555,0.664120408,0.524354762,0.886121941,0.523186557,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H4_SAM,MUR,LWAL,DNO,4,Sa(0.6s) [g],0.166708901,0.51704986,0.382993119,0.515118496,0.593958442,0.518008612,0.79027505,0.516370862,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H5,MUR,LWAL,DNO,5,Sa(0.6s) [g],0.23048929,0.518905001,0.474918458,0.516801352,0.718058712,0.518716644,0.947547256,0.517544612,0,0
GitHub Martins & Silva (2020) ,MUR_LWAL-DNO_H5_SAM,MUR,LWAL,DNO,5,Sa(0.6s) [g],0.204378764,0.509096974,0.428056552,0.506386015,0.651282179,0.509264017,0.863199834,0.506096377,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H1,MUR-ADO,LWAL,DNO,1,Sa(0.3s) [g],0.248853308,0.582372765,0.621727672,0.582998896,0.917758471,0.580584674,1.169054095,0.580930063,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H1_CCA,MUR-ADO,LWAL,DNO,1,Sa(0.3s) [g],0.376577127,0.571018055,0.84463014,0.570476685,1.230065894,0.572011936,1.558114642,0.572113144,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H1_External_steel_bars,MUR-ADO,LWAL,DNO,1,Sa(0.3s) [g],0.731221771,0.576960735,1.908633884,0.579289214,2.872759771,0.57945201,3.696282178,0.578208551,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H1_External_steel_mesh,MUR-ADO,LWAL,DNO,1,Sa(0.3s) [g],0.69006885,0.582982137,2.529416376,0.582577513,3.937427904,0.582992545,5.11948411,0.582293063,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H1_External_synthetic_mesh,MUR-ADO,LWAL,DNO,1,Sa(0.3s) [g],0.323544944,0.613046212,1.186980388,0.612859592,1.878748817,0.612978896,2.474765685,0.611136714,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H1_SAM,MUR-ADO,LWAL,DNO,1,Sa(0.3s) [g],0.230008807,0.558373816,0.540748164,0.559280237,0.787069243,0.560727557,0.994059671,0.560745932,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H1_Timber_confinement,MUR-ADO,LWAL,DNO,2,PGA [g],0.404860934,0.398466254,1.308438487,0.39858603,1.849779929,0.398714372,2.267603681,0.395102372,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H2,MUR-ADO,LWAL,DNO,2,Sa(0.3s) [g],0.253316335,0.615370468,0.642702554,0.615343586,0.988027239,0.612847206,1.291872803,0.615306577,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H2_CCA,MUR-ADO,LWAL,DNO,2,Sa(0.3s) [g],0.30052101,0.645357115,0.772782346,0.645543389,1.198602929,0.647001971,1.580232258,0.647701135,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H2_External_steel_bars,MUR-ADO,LWAL,DNO,2,Sa(0.3s) [g],0.551751448,0.573906004,1.505487332,0.571992576,2.340766674,0.571458767,3.086238076,0.573293532,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H2_External_steel_mesh,MUR-ADO,LWAL,DNO,2,Sa(0.3s) [g],0.251490144,0.620962676,0.683912215,0.619987728,1.061937731,0.621733765,1.396826188,0.61852284,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H2_External_synthetic_mesh,MUR-ADO,LWAL,DNO,2,Sa(0.3s) [g],0.296535829,0.639710842,1.158049044,0.642505634,1.905336852,0.639930419,2.566164275,0.641128269,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H2_SAM,MUR-ADO,LWAL,DNO,2,Sa(0.3s) [g],0.214917263,0.597592218,0.575422737,0.596890831,0.889183367,0.596266388,1.163304156,0.597367862,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H2_Timber_confinement,MUR-ADO,LWAL,DNO,2,Sa(0.3s) [g],0.400116765,0.609177105,2.095422158,0.611744478,3.466232799,0.610735743,4.648375675,0.610550887,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H3,MUR-ADO,LWAL,DNO,3,Sa(0.6s) [g],0.108757018,0.493897287,0.302173208,0.496236643,0.487483793,0.495215831,0.658568571,0.497744976,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H3_CCA,MUR-ADO,LWAL,DNO,3,Sa(0.6s) [g],0.145756981,0.534204406,0.381658406,0.530568746,0.606086583,0.530421114,0.811661631,0.536421201,0,0
GitHub Martins & Silva (2020) ,MUR-ADO_LWAL-DNO_H3_SAM,MUR-ADO,LWAL,DNO,3,Sa(0.6s) [g],0.090722534,0.503526678,0.262115176,0.503058804,0.42688241,0.501683345,0.578800859,0.503688451,0,0
GitHub Martins & Silva (2020) ,MUR-CB99_LWAL-DNO_H1,MUR-CB99,LWAL,DNO,1,Sa(0.3s) [g],0.4083683,0.561083356,0.954536826,0.559762973,1.391548111,0.561914362,1.75977281,0.562004952,0,0
GitHub Martins & Silva (2020) ,MUR-CB99_LWAL-DNO_H2,MUR-CB99,LWAL,DNO,2,Sa(0.3s) [g],0.379490507,0.604238594,0.929495376,0.604595091,1.415375464,0.602045896,1.842029416,0.603958077,0,0
GitHub Martins & Silva (2020) ,MUR-CB99_LWAL-DNO_H3,MUR-CB99,LWAL,DNO,3,Sa(0.3s) [g],0.421574958,0.63614071,0.961162015,0.635202258,1.446020855,0.638123501,1.87993361,0.637710933,0,0
GitHub Martins & Silva (2020) ,MUR-CB99_LWAL-DNO_H4,MUR-CB99,LWAL,DNO,4,Sa(0.6s) [g],0.202600713,0.531017847,0.479306376,0.525913367,0.751029727,0.528013929,1.004856147,0.529511186,0,0
GitHub Martins & Silva (2020) ,MUR-CB99_LWAL-DNO_H5,MUR-CB99,LWAL,DNO,5,Sa(0.6s) [g],0.248835675,0.524321687,0.529608922,0.523514075,0.809593698,0.525778563,1.07478872,0.522465232,0,0
GitHub Martins & Silva (2020) ,MUR-CL99_LWAL-DNO_H1,MUR-CL99,LWAL,DNO,1,Sa(0.3s) [g],0.362176497,0.540131438,0.758520071,0.534973696,1.078167146,0.534611772,1.346750195,0.536110732,0,0
GitHub Martins & Silva (2020) ,MUR-CL99_LWAL-DNO_H2,MUR-CL99,LWAL,DNO,2,Sa(0.3s) [g],0.319384435,0.594497218,0.756899199,0.597188469,1.140366921,0.594110334,1.478836973,0.596686934,0,0
GitHub Martins & Silva (2020) ,MUR-CL99_LWAL-DNO_H3,MUR-CL99,LWAL,DNO,3,Sa(0.3s) [g],0.343769378,0.638666333,0.783817748,0.640053724,1.181783239,0.642300327,1.538780476,0.639049056,0,0
GitHub Martins & Silva (2020) ,MUR-CL99_LWAL-DNO_H4,MUR-CL99,LWAL,DNO,4,Sa(0.6s) [g],0.173743232,0.506590219,0.397951041,0.509105717,0.61942045,0.506074752,0.825509174,0.511374356,0,0
GitHub Martins & Silva (2020) ,MUR-CL99_LWAL-DNO_H5,MUR-CL99,LWAL,DNO,5,Sa(0.6s) [g],0.209345612,0.507305155,0.439178447,0.503041079,0.671115691,0.507240016,0.8900417,0.504195443,0,0
GitHub Martins & Silva (2020) ,MUR-STDRE_LWAL-DNO_H1,MUR-STDRE,LWAL,DNO,1,Sa(0.3s) [g],0.374670792,0.541088677,0.758771788,0.540102115,1.071655847,0.540587132,1.335018752,0.542524768,0,0
GitHub Martins & Silva (2020) ,MUR-STDRE_LWAL-DNO_H2,MUR-STDRE,LWAL,DNO,2,Sa(0.3s) [g],0.281043519,0.618218147,0.717804086,0.619207509,1.100330126,0.617521875,1.435580298,0.618404319,0,0
GitHub Martins & Silva (2020) ,MUR-STDRE_LWAL-DNO_H3,MUR-STDRE,LWAL,DNO,3,Sa(0.3s) [g],0.327536605,0.630120885,0.768324776,0.627162591,1.15890742,0.630904818,1.508588377,0.629209996,0,0
GitHub Martins & Silva (2020) ,MUR-STDRE_LWAL-DNO_H4,MUR-STDRE,LWAL,DNO,4,Sa(0.6s) [g],0.166708901,0.51704986,0.382993119,0.515118496,0.593958442,0.518008612,0.79027505,0.516370862,0,0
GitHub Martins & Silva (2020) ,MUR-STDRE_LWAL-DNO_H5,MUR-STDRE,LWAL,DNO,5,Sa(0.6s) [g],0.204378764,0.509096974,0.428056552,0.506386015,0.651282179,0.509264017,0.863199834,0.506096377,0,0
GitHub Martins & Silva (2020) ,MUR-STRUB_LWAL-DNO_H1,MUR-STRUB,LWAL,DNO,1,PGA [g],0.224642328,0.471936054,0.469812834,0.474803982,0.642957975,0.471488773,0.781928959,0.47458239,0,0
GitHub Martins & Silva (2020) ,MUR-STRUB_LWAL-DNO_H2,MUR-STRUB,LWAL,DNO,2,Sa(0.3s) [g],0.27539532,0.619770199,0.692602148,0.620743178,1.058697567,0.623989337,1.382945701,0.621427504,0,0
GitHub Martins & Silva (2020) ,MUR-STRUB_LWAL-DNO_H3,MUR-STRUB,LWAL,DNO,3,Sa(0.3s) [g],0.329597146,0.616791271,0.74645737,0.616702492,1.118520936,0.612791133,1.446971481,0.615741341,0,0
GitHub Martins & Silva (2020) ,MUR-STRUB_LWAL-DNO_H4,MUR-STRUB,LWAL,DNO,4,Sa(0.6s) [g],0.152673067,0.507938629,0.358026276,0.512356332,0.559591287,0.509543584,0.74731962,0.512021836,0,0
GitHub Martins & Silva (2020) ,MUR-STRUB_LWAL-DNO_H5,MUR-STRUB,LWAL,DNO,5,Sa(0.6s) [g],0.191471992,0.502774723,0.394696442,0.501768971,0.597633324,0.504969805,0.787787327,0.50072682,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H1,S,LFBR,DUH,1,Sa(0.3s) [g],1.063303548,0.72056669,4.359670422,0.720278167,8.534330235,0.718920818,13.06405793,0.719554543,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H10,S,LFBR,DUH,10,Sa(1.0s) [g],0.439210629,0.403610672,1.063665616,0.405426732,1.687992395,0.405848459,2.27657323,0.406205044,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H11,S,LFBR,DUH,11,Sa(1.0s) [g],0.462655075,0.453463076,1.138313364,0.457104501,1.821810285,0.456812466,2.474603004,0.457655009,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H12,S,LFBR,DUH,12,Sa(1.0s) [g],0.483464701,0.510026286,1.250577367,0.508449386,2.053100137,0.513297845,2.836155592,0.509263852,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H13,S,LFBR,DUH,13,Sa(1.0s) [g],0.539713761,0.542392377,1.339513727,0.542766812,2.184876485,0.542594189,3.00616738,0.543696455,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H14,S,LFBR,DUH,14,Sa(1.0s) [g],0.55192278,0.543245687,1.314131707,0.543920923,2.096260164,0.543749402,2.846639244,0.544114164,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H15,S,LFBR,DUH,15,Sa(1.0s) [g],0.572287604,0.591487642,1.399945409,0.593574423,2.262249818,0.592725137,3.098422298,0.594245794,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H16,S,LFBR,DUH,16,Sa(1.0s) [g],0.579213525,0.591992016,1.386664267,0.592886021,2.215448419,0.592787465,3.008236327,0.592852507,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H17,S,LFBR,DUH,17,Sa(1.0s) [g],0.592451858,0.622567145,1.409357199,0.618228567,2.245541791,0.618205841,3.045333828,0.622143315,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H18,S,LFBR,DUH,18,Sa(1.0s) [g],0.584181723,0.630310221,1.387138568,0.626247975,2.207081568,0.626377256,2.987807468,0.630179071,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H19,S,LFBR,DUH,19,Sa(1.0s) [g],0.597989352,0.657498828,1.370458589,0.658194952,2.13951709,0.658285548,2.862890678,0.661481868,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H2,S,LFBR,DUH,2,Sa(0.3s) [g],0.913777783,0.454111789,2.722050815,0.453891157,4.573982747,0.455245428,6.359098088,0.455547259,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H20,S,LFBR,DUH,20,Sa(1.0s) [g],0.654753827,0.680783473,1.483346334,0.680308,2.321943301,0.682685268,3.124104046,0.682744941,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H25,S,LFBR,DUH,25,Sa(1.0s) [g],0.736908591,0.751103527,1.668477537,0.750957243,2.610703567,0.751642302,3.512038668,0.747075705,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H3,S,LFBR,DUH,3,Sa(0.3s) [g],1.000865822,0.634840042,2.924578447,0.637373666,4.945993714,0.633206861,6.904385743,0.634833354,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H30,S,LFBR,DUH,30,Sa(1.0s) [g],0.784366477,0.842524122,1.806437234,0.8422295,2.856743492,0.841552859,3.862789438,0.84454447,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H35,S,LFBR,DUH,35,Sa(1.0s) [g],0.866898512,0.971069074,2.044375635,0.972680113,3.274518987,0.973277295,4.470261826,0.970221123,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H4,S,LFBR,DUH,4,Sa(0.6s) [g],0.564410993,0.38952424,1.565130769,0.387492901,2.598528476,0.391816904,3.601235045,0.387491242,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H5,S,LFBR,DUH,5,Sa(0.6s) [g],0.62207103,0.42587945,1.640716835,0.427588428,2.6881813,0.423790969,3.686191994,0.427621576,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H6,S,LFBR,DUH,6,Sa(0.6s) [g],0.670899098,0.466010538,1.769731253,0.466498075,2.908768125,0.464576365,4.014784995,0.466351411,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H7,S,LFBR,DUH,7,Sa(0.6s) [g],0.750642157,0.52221432,2.094276015,0.524157323,3.566644974,0.520666256,5.030706691,0.519766151,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H8,S,LFBR,DUH,8,Sa(1.0s) [g],0.39588213,0.365700981,1.005507562,0.365584694,1.631963206,0.366452146,2.236940835,0.367315569,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUH_H9,S,LFBR,DUH,9,Sa(1.0s) [g],0.414036211,0.367944218,0.997840688,0.365570828,1.579088248,0.366257163,2.125964767,0.368158929,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H1,S,LFBR,DUL,1,Sa(0.3s) [g],0.44086084,0.489154809,0.950897371,0.492231635,1.450698986,0.490745181,1.919930883,0.492097873,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H10,S,LFBR,DUL,10,Sa(1.0s) [g],0.25591321,0.547641933,0.452228066,0.548074212,0.65137276,0.547258866,0.839807555,0.54430951,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H11,S,LFBR,DUL,11,Sa(1.0s) [g],0.267648502,0.574294375,0.472681428,0.573512567,0.680086782,0.574353509,0.874825715,0.574844609,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H12,S,LFBR,DUL,12,Sa(1.0s) [g],0.272699949,0.599985299,0.47220346,0.600980635,0.670786374,0.600967813,0.855566521,0.600796861,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H13,S,LFBR,DUL,13,Sa(1.0s) [g],0.301650965,0.657820761,0.512745342,0.661864084,0.727754752,0.661793213,0.930692514,0.660281309,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H14,S,LFBR,DUL,14,Sa(1.0s) [g],0.317466253,0.654316522,0.536199269,0.649730055,0.756478909,0.650393637,0.962852545,0.649272944,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H15,S,LFBR,DUL,15,Sa(1.0s) [g],0.337725504,0.639941876,0.559851578,0.642225945,0.781256376,0.640232798,0.986385338,0.640280654,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H16,S,LFBR,DUL,16,Sa(1.0s) [g],0.346410062,0.666571393,0.575772759,0.667669927,0.805661437,0.667667707,1.018858856,0.667687184,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H17,S,LFBR,DUL,17,Sa(1.0s) [g],0.362059083,0.694818436,0.611031171,0.696894321,0.861273346,0.696821782,1.095367355,0.696905425,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H18,S,LFBR,DUL,18,Sa(1.0s) [g],0.384595567,0.724357855,0.656846976,0.725857248,0.934865899,0.725832697,1.197495961,0.725571861,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H19,S,LFBR,DUL,19,Sa(1.0s) [g],0.393925178,0.754042431,0.670783506,0.754056611,0.952027807,0.753970714,1.216842536,0.752736207,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H2,S,LFBR,DUL,2,Sa(0.3s) [g],0.516511663,0.575301246,1.087753558,0.578449145,1.636173769,0.576851588,2.145911558,0.577649964,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H20,S,LFBR,DUL,20,Sa(1.0s) [g],0.429110364,0.759547893,0.709773636,0.763532852,0.996077566,0.762618538,1.264916486,0.76318348,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H25,S,LFBR,DUL,25,Sa(1.0s) [g],0.492201252,0.816546758,0.826144192,0.815378308,1.170733287,0.815343376,1.498434949,0.816045006,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H3,S,LFBR,DUL,3,Sa(0.6s) [g],0.278021003,0.424454891,0.597534481,0.420407835,0.926217658,0.424396356,1.243061883,0.422752762,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H30,S,LFBR,DUL,30,Sa(1.0s) [g],0.560396433,0.921127994,0.978523302,0.921021476,1.422045304,0.921128211,1.85026999,0.920060739,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H35,S,LFBR,DUL,35,Sa(1.0s) [g],0.623098554,1.05341107,1.122199378,1.053219834,1.665517193,1.053277837,2.204261658,1.053746792,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H4,S,LFBR,DUL,4,Sa(0.6s) [g],0.31842926,0.462393017,0.641201183,0.462259443,0.974735328,0.464170734,1.29089326,0.462139379,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H5,S,LFBR,DUL,5,Sa(0.6s) [g],0.362287033,0.47862091,0.687660265,0.479698899,1.017518647,0.476393648,1.331440936,0.479798342,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H6,S,LFBR,DUL,6,Sa(1.0s) [g],0.201112601,0.351245976,0.359403813,0.351453222,0.517725192,0.352572334,0.665978376,0.354550754,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H7,S,LFBR,DUL,7,Sa(1.0s) [g],0.21280738,0.424214247,0.384458751,0.425775452,0.560036919,0.428609481,0.726027389,0.429188896,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H8,S,LFBR,DUL,8,Sa(1.0s) [g],0.229899883,0.461438083,0.404950675,0.461937802,0.582741789,0.461300857,0.750435842,0.463281745,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUL_H9,S,LFBR,DUL,9,Sa(1.0s) [g],0.243561411,0.48822679,0.423088339,0.489890332,0.603318313,0.48969145,0.771811147,0.4889951,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H1,S,LFBR,DUM,1,Sa(0.3s) [g],0.815324048,0.716655568,2.60864709,0.71648004,4.734983645,0.717317155,6.96059305,0.717241055,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H10,S,LFBR,DUM,10,Sa(1.0s) [g],0.366520304,0.419179987,0.807364093,0.420410138,1.259573912,0.418806917,1.690844672,0.417106941,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H11,S,LFBR,DUM,11,Sa(1.0s) [g],0.387465057,0.46652471,0.866414318,0.466586041,1.362172292,0.466332269,1.836074664,0.463941027,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H12,S,LFBR,DUM,12,Sa(1.0s) [g],0.404292666,0.510816233,0.90486299,0.509676603,1.423772728,0.507726591,1.92323788,0.509050093,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H13,S,LFBR,DUM,13,Sa(1.0s) [g],0.448254304,0.532778224,0.963410343,0.528130499,1.498641132,0.53117386,2.014732439,0.53189993,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H14,S,LFBR,DUM,14,Sa(1.0s) [g],0.456052748,0.575764234,0.990426063,0.577607256,1.550518442,0.577567136,2.089891165,0.574253657,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H15,S,LFBR,DUM,15,Sa(1.0s) [g],0.460848032,0.603967355,0.972540907,0.603314929,1.496526351,0.60413366,1.998072299,0.601936423,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H16,S,LFBR,DUM,16,Sa(1.0s) [g],0.477130738,0.619788496,1.008163665,0.618447208,1.555996107,0.618357394,2.075986903,0.621558304,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H17,S,LFBR,DUM,17,Sa(1.0s) [g],0.483435825,0.630579331,1.010321382,0.633159275,1.549713138,0.630483103,2.059452606,0.634558011,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H18,S,LFBR,DUM,18,Sa(1.0s) [g],0.494632018,0.656653426,1.027340574,0.658210268,1.571554766,0.655952349,2.084018505,0.657735355,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H19,S,LFBR,DUM,19,Sa(1.0s) [g],0.505278053,0.625703879,1.011767728,0.625158115,1.512893457,0.625727733,1.979772286,0.622487926,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H2,S,LFBR,DUM,2,Sa(0.3s) [g],0.786503249,0.434998918,1.934766019,0.431485589,3.067587122,0.430686898,4.124814263,0.43571045,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H20,S,LFBR,DUM,20,Sa(1.0s) [g],0.541106455,0.66059109,1.079723656,0.659675474,1.622423008,0.663872209,2.137662328,0.66011542,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H25,S,LFBR,DUM,25,Sa(1.0s) [g],0.622268914,0.749033275,1.236631608,0.747809391,1.852759103,0.752924184,2.43861048,0.749808261,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H3,S,LFBR,DUM,3,Sa(0.3s) [g],0.851131296,0.588679294,2.091243697,0.587245049,3.355287063,0.587718889,4.561374423,0.58752886,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H30,S,LFBR,DUM,30,Sa(1.0s) [g],0.687805224,0.855352773,1.392561909,0.854753013,2.111184032,0.858070547,2.797780899,0.854818783,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H35,S,LFBR,DUM,35,Sa(1.0s) [g],0.755898391,0.937911296,1.582470654,0.937459454,2.449277494,0.937953066,3.282507856,0.935987778,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H4,S,LFBR,DUM,4,Sa(0.6s) [g],0.462037424,0.388685343,1.130288043,0.384400212,1.8250847,0.387184413,2.499628167,0.384069273,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H5,S,LFBR,DUM,5,Sa(0.6s) [g],0.522750801,0.414341634,1.21834044,0.409994649,1.932141304,0.410693035,2.611415015,0.416309013,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H6,S,LFBR,DUM,6,Sa(0.6s) [g],0.563728974,0.456521759,1.299946193,0.455109056,2.063479659,0.455416311,2.801837958,0.456939924,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H7,S,LFBR,DUM,7,Sa(0.6s) [g],0.612502229,0.539783452,1.465586749,0.543019888,2.387171424,0.540245563,3.28990815,0.54326519,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H8,S,LFBR,DUM,8,Sa(1.0s) [g],0.326081947,0.335489067,0.699561734,0.341191615,1.072591368,0.339277888,1.422112789,0.340851831,0,0
GitHub Martins & Silva (2020) ,S_LFBR-DUM_H9,S,LFBR,DUM,9,Sa(1.0s) [g],0.345554768,0.365006799,0.735178083,0.365272755,1.124242404,0.363518086,1.489123585,0.365729988,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H1,S,LFINF,DUH,1,PGA [g],0.829512473,0.565490925,1.83571726,0.568419839,2.641434707,0.566511407,3.316860396,0.567390579,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H10,S,LFINF,DUH,10,Sa(0.6s) [g],0.682342649,0.446217497,1.60461205,0.447668767,2.456328665,0.446257574,3.221602459,0.447688631,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H11,S,LFINF,DUH,11,Sa(0.6s) [g],0.701806293,0.469734115,1.627750998,0.467666146,2.478100987,0.470361613,3.237689319,0.468669524,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H12,S,LFINF,DUH,12,Sa(1.0s) [g],0.352545368,0.463162302,0.825944425,0.460535193,1.26293972,0.463388453,1.65567421,0.46014592,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H2,S,LFINF,DUH,2,Sa(0.3s) [g],0.960166096,0.598457186,2.573728914,0.595339197,4.044101474,0.596527801,5.365807998,0.5983763,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H3,S,LFINF,DUH,3,Sa(0.3s) [g],0.890047913,0.473092018,2.197696199,0.474330405,3.332011776,0.472718174,4.335748728,0.474316427,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H4,S,LFINF,DUH,4,Sa(0.3s) [g],0.911159449,0.534835022,2.105148314,0.533549575,3.132449152,0.530377735,4.023855138,0.532747734,0,0
GitHub Martins & Silva (2020) ,S_LFINF-DUH_H5,S,LFINF,DUH,5,Sa(0.3s) [g],0.936037915,0.625148438,2.222901378,0.621261242,3.37038959,0.625115497,4.39441756,0.622905327,0,0
